evol.temp,assay.temp,evol.rep,strain,u.max,log_a,s
16,16,1,16_16_1,0.865964215,-3.533506261,0.051223496
16,16,1,16_16_1,0.863131402,-3.454543476,0.050076481
16,16,1,16_16_1,0.859352335,-3.490614459,0.050369551
16,16,1,16_16_1,0.9142458,-3.625900854,0.059133027
16,16,1,16_16_1,0.838230006,-3.498129716,0.054592912
16,16,1,16_16_1,0.891192403,-3.620934035,0.056600166
16,16,1,16_16_1,0.886549218,-3.532881016,0.049741643
16,16,1,16_16_1,0.882072055,-3.618945116,0.044440062
16,16,1,16_16_1,0.858629149,-3.614379942,0.048275386
16,16,1,16_16_1,0.835625639,-3.422486069,0.048207288
16,16,1,16_16_1,0.827080779,-3.487581314,0.062294525
16,16,1,16_16_1,0.812138717,-3.417698706,0.055174743
16,16,1,16_16_1,0.876144519,-3.533859543,0.051068433
16,16,1,16_16_1,0.803163412,-3.347683372,0.048856459
16,16,1,16_16_1,0.870015664,-3.456655409,0.05429482
16,16,1,16_16_1,0.849192472,-3.467161742,0.058642347
16,16,1,16_16_1,0.86856386,-3.583145397,0.056168533
16,16,1,16_16_1,0.870854748,-3.483459974,0.051195461
16,16,1,16_16_1,0.884827807,-3.48689746,0.054204684
16,16,1,16_16_1,0.87702067,-3.468641863,0.056872262
16,16,1,16_16_1,0.887850393,-3.58018501,0.058556052
16,16,1,16_16_1,0.876217536,-3.568716507,0.044930872
16,16,1,16_16_1,0.810407745,-3.440915341,0.048565791
16,16,1,16_16_1,0.870249654,-3.49778197,0.047674286
16,16,1,16_16_1,0.903321986,-3.525354936,0.060584656
16,16,1,16_16_1,0.87979118,-3.581408141,0.053985766
16,16,1,16_16_1,0.895565691,-3.537175275,0.059249436
16,16,1,16_16_1,0.913358068,-3.730186334,0.043593972
16,16,1,16_16_1,0.833168465,-3.50428958,0.052328436
16,16,1,16_16_1,0.876220475,-3.46345105,0.06407169
16,16,1,16_16_1,0.865225979,-3.537632322,0.043947774
16,16,1,16_16_1,0.869356792,-3.640237468,0.05001938
16,16,1,16_16_1,0.803110523,-3.372231629,0.054266472
16,16,1,16_16_1,0.878704094,-3.604253083,0.04962788
16,16,1,16_16_1,0.868475765,-3.532866664,0.049496043
16,16,1,16_16_1,0.849510275,-3.404851809,0.06300378
16,16,1,16_16_1,0.90835381,-3.642947407,0.053169503
16,16,1,16_16_1,0.87603103,-3.505550892,0.051947479
16,16,1,16_16_1,0.878484797,-3.581386003,0.0620213
16,16,1,16_16_1,0.884006096,-3.466983425,0.050770034
16,16,1,16_16_1,0.889936,-3.606441186,0.052849615
16,16,1,16_16_1,0.883156919,-3.564996106,0.054946438
16,16,1,16_16_1,0.879479915,-3.472750047,0.057736693
16,16,1,16_16_1,0.86500354,-3.512516241,0.06288424
16,16,1,16_16_1,0.837599593,-3.458806999,0.05581629
16,16,1,16_16_1,0.887378354,-3.461337421,0.05878022
16,16,1,16_16_1,0.917297988,-3.593722133,0.044126925
16,16,1,16_16_1,0.84373414,-3.413434113,0.045453136
16,16,1,16_16_1,0.868891795,-3.627457167,0.062166359
16,16,1,16_16_1,0.836440717,-3.362743039,0.059971008
16,16,1,16_16_1,0.903233103,-3.634917915,0.052151924
16,16,1,16_16_1,0.833185899,-3.294150008,0.062109786
16,16,1,16_16_1,0.891317301,-3.649174402,0.054088249
16,16,1,16_16_1,0.886108724,-3.542245243,0.069731172
16,16,1,16_16_1,0.861299214,-3.448455543,0.051778874
16,16,1,16_16_1,0.825248582,-3.27486726,0.044097281
16,16,1,16_16_1,0.857834013,-3.443221864,0.061226923
16,16,1,16_16_1,0.863000672,-3.458830653,0.057460309
16,16,1,16_16_1,0.871231103,-3.560268103,0.056700244
16,16,1,16_16_1,0.874807532,-3.429488593,0.039096713
16,16,1,16_16_1,0.824017601,-3.52911904,0.043755859
16,16,1,16_16_1,0.864198473,-3.415775801,0.056933545
16,16,1,16_16_1,0.821186858,-3.412598688,0.055136277
16,16,1,16_16_1,0.87120518,-3.516594918,0.064128785
16,16,1,16_16_1,0.850252538,-3.542832942,0.050847194
16,16,1,16_16_1,0.925889339,-3.648788863,0.04900679
16,16,1,16_16_1,0.907246278,-3.678363111,0.064952794
16,16,1,16_16_1,0.879769395,-3.475134109,0.049376763
16,16,1,16_16_1,0.836546499,-3.45157672,0.054869636
16,16,1,16_16_1,0.90001904,-3.628914401,0.055260655
16,16,1,16_16_1,0.88189865,-3.359940041,0.044617838
16,16,1,16_16_1,0.891945969,-3.498300885,0.037886563
16,16,1,16_16_1,0.882375025,-3.574294343,0.044213182
16,16,1,16_16_1,0.821627295,-3.355224866,0.051650764
16,16,1,16_16_1,0.922662319,-3.654512086,0.049368979
16,16,1,16_16_1,0.881751653,-3.595057083,0.047589261
16,16,1,16_16_1,0.901908683,-3.63675381,0.057111133
16,16,1,16_16_1,0.87733184,-3.651949456,0.046555422
16,16,1,16_16_1,0.874471663,-3.618504133,0.048959165
16,16,1,16_16_1,0.854957412,-3.498179474,0.042760421
16,16,1,16_16_1,0.894495754,-3.723626677,0.038535439
16,16,1,16_16_1,0.892558546,-3.41844302,0.049008662
16,16,1,16_16_1,0.859838971,-3.54787151,0.063863295
16,16,1,16_16_1,0.848477967,-3.545369257,0.047956677
16,16,1,16_16_1,0.856401754,-3.505948636,0.064981038
16,16,1,16_16_1,0.856918521,-3.504455686,0.041250696
16,16,1,16_16_1,0.819683951,-3.401169177,0.050964643
16,16,1,16_16_1,0.891928833,-3.620053564,0.062017444
16,16,1,16_16_1,0.869625034,-3.595730478,0.044070535
16,16,1,16_16_1,0.888153653,-3.549012251,0.060617678
16,16,1,16_16_1,0.881794793,-3.42341278,0.056475655
16,16,1,16_16_1,0.884465873,-3.4645886,0.042794808
16,16,1,16_16_1,0.837408431,-3.460582087,0.046781089
16,16,1,16_16_1,0.842841487,-3.451030188,0.053149834
16,16,1,16_16_1,0.902143559,-3.543155137,0.051550036
16,16,1,16_16_1,0.911855501,-3.639391368,0.0559974
16,16,1,16_16_1,0.880071704,-3.630789286,0.059305677
16,16,1,16_16_1,0.871273933,-3.559095879,0.046666375
16,16,1,16_16_1,0.896451521,-3.428967096,0.045045984
16,16,1,16_16_1,0.85056322,-3.60205942,0.05352745
16,16,1,16_16_1,0.890490637,-3.546186262,0.050299132
16,16,1,16_16_1,0.883988274,-3.599796363,0.058790496
16,16,1,16_16_1,0.860685657,-3.412661846,0.047954305
16,16,1,16_16_1,0.855137499,-3.57084576,0.052313387
16,16,1,16_16_1,0.877761237,-3.496840967,0.051290671
16,16,1,16_16_1,0.862195096,-3.678688711,0.069258614
16,16,1,16_16_1,0.890309491,-3.517108784,0.043368201
16,16,1,16_16_1,0.839505683,-3.469717571,0.057406249
16,16,1,16_16_1,0.825968215,-3.322239301,0.053167809
16,16,1,16_16_1,0.844953183,-3.557335432,0.056555574
16,16,1,16_16_1,0.897310519,-3.550664014,0.053077694
16,16,1,16_16_1,0.887420673,-3.562638971,0.062107716
16,16,1,16_16_1,0.842106064,-3.335481523,0.049993465
16,16,1,16_16_1,0.833394671,-3.513049513,0.055639427
16,16,1,16_16_1,0.815118157,-3.501384745,0.053692522
16,16,1,16_16_1,0.836227604,-3.43434671,0.051357691
16,16,1,16_16_1,0.841613324,-3.484790631,0.044184733
16,16,1,16_16_1,0.907291359,-3.503851386,0.044911721
16,16,1,16_16_1,0.878690933,-3.477440215,0.066021096
16,16,1,16_16_1,0.841043204,-3.40675862,0.034590967
16,16,1,16_16_1,0.889212315,-3.576736922,0.057731085
16,16,1,16_16_1,0.86395778,-3.569497852,0.048151401
16,16,1,16_16_1,0.866903616,-3.456509826,0.058451227
16,16,1,16_16_1,0.859691173,-3.445346806,0.052083336
16,16,1,16_16_1,0.882613987,-3.53531672,0.051371748
16,16,1,16_16_1,0.870030982,-3.463177841,0.053368329
16,16,1,16_16_1,0.859008105,-3.459232399,0.05595437
16,16,1,16_16_1,0.852834323,-3.435741743,0.056978239
16,16,1,16_16_1,0.863148118,-3.485942346,0.056749126
16,16,1,16_16_1,0.903211253,-3.571966549,0.055493084
16,16,1,16_16_1,0.823306916,-3.517180298,0.059264936
16,16,1,16_16_1,0.886466653,-3.600969496,0.060352758
16,16,1,16_16_1,0.859569911,-3.425769666,0.051880709
16,16,1,16_16_1,0.877553471,-3.645343415,0.059353039
16,16,1,16_16_1,0.885300056,-3.502734161,0.041849854
16,16,1,16_16_1,0.865854961,-3.448435358,0.063175708
16,16,1,16_16_1,0.878248328,-3.569943007,0.061035666
16,16,1,16_16_1,0.867635953,-3.547505072,0.061576734
16,16,1,16_16_1,0.884936531,-3.468480394,0.050204447
16,16,1,16_16_1,0.841097041,-3.556683815,0.061992635
16,16,1,16_16_1,0.857926355,-3.49735368,0.049837972
16,16,1,16_16_1,0.873417609,-3.427719391,0.069439236
16,16,1,16_16_1,0.848866509,-3.420069182,0.064761217
16,16,1,16_16_1,0.851723196,-3.431257812,0.047741851
16,16,1,16_16_1,0.872024731,-3.505950551,0.045655365
16,16,1,16_16_1,0.923035068,-3.606229048,0.046378639
16,16,1,16_16_1,0.854541509,-3.467631411,0.05386703
16,16,1,16_16_1,0.873835441,-3.410177661,0.060048956
16,16,1,16_16_1,0.837080208,-3.425113306,0.048686403
16,16,1,16_16_1,0.851465569,-3.48123493,0.053144981
16,16,1,16_16_1,0.829537093,-3.396786694,0.043451018
16,16,1,16_16_1,0.849204113,-3.489076549,0.056117551
16,16,1,16_16_1,0.843644286,-3.535372898,0.056669044
16,16,1,16_16_1,0.875013459,-3.622162434,0.058825448
16,16,1,16_16_1,0.873003969,-3.622807524,0.061211819
16,16,1,16_16_1,0.878718816,-3.629617877,0.049719625
16,16,1,16_16_1,0.896855474,-3.574259935,0.059082415
16,16,1,16_16_1,0.881946148,-3.55707768,0.054536636
16,16,1,16_16_1,0.878900504,-3.529324778,0.042644895
16,16,1,16_16_1,0.881164873,-3.641831796,0.053355465
16,16,1,16_16_1,0.83624242,-3.469913721,0.054570584
16,16,1,16_16_1,0.867093128,-3.493754924,0.049913656
16,16,1,16_16_1,0.914530584,-3.501405125,0.043888834
16,16,1,16_16_1,0.847191129,-3.462134981,0.061117304
16,16,1,16_16_1,0.870077602,-3.607007357,0.052042113
16,16,1,16_16_1,0.862757705,-3.571640447,0.039193683
16,16,1,16_16_1,0.880564953,-3.369639662,0.060572541
16,16,1,16_16_1,0.879426838,-3.566793621,0.058228164
16,16,1,16_16_1,0.903618089,-3.540612036,0.058811978
16,16,1,16_16_1,0.833053725,-3.437575728,0.058390776
16,16,1,16_16_1,0.902171885,-3.592914836,0.04825206
16,16,1,16_16_1,0.817514583,-3.528802157,0.047531461
16,16,1,16_16_1,0.85099208,-3.317771763,0.044148122
16,16,1,16_16_1,0.847463698,-3.457903192,0.059867467
16,16,1,16_16_1,0.852457929,-3.466405314,0.040891801
16,16,1,16_16_1,0.857985952,-3.488973229,0.059841828
16,16,1,16_16_1,0.838839864,-3.355052242,0.058351659
16,16,1,16_16_1,0.883254208,-3.576089135,0.0582072
16,16,1,16_16_1,0.878064615,-3.585908013,0.057745942
16,16,1,16_16_1,0.852674517,-3.532011826,0.051896721
16,16,1,16_16_1,0.902509312,-3.620710109,0.056503393
16,16,1,16_16_1,0.863564767,-3.498057643,0.047814933
16,16,1,16_16_1,0.898616985,-3.470601963,0.046923742
16,16,1,16_16_1,0.859729161,-3.471658096,0.057203591
16,16,1,16_16_1,0.812408464,-3.333404898,0.046849983
16,16,1,16_16_1,0.883651386,-3.649469397,0.043561142
16,16,1,16_16_1,0.849361238,-3.527660092,0.047836484
16,16,1,16_16_1,0.824014404,-3.315890709,0.04787078
16,16,1,16_16_1,0.919277431,-3.621393654,0.050018991
16,16,1,16_16_1,0.890497478,-3.47171917,0.044612346
16,16,1,16_16_1,0.901260321,-3.573756817,0.045893165
16,16,1,16_16_1,0.828310495,-3.41442847,0.056854264
16,16,1,16_16_1,0.86713662,-3.491389803,0.047970585
16,16,1,16_16_1,0.860858009,-3.514399942,0.060727401
16,16,1,16_16_1,0.837095751,-3.402591155,0.055872732
16,16,1,16_16_1,0.888271619,-3.651397187,0.050222698
16,16,1,16_16_1,0.881632676,-3.589871867,0.060471732
16,16,1,16_16_1,0.861576161,-3.565234851,0.056994157
16,16,1,16_16_1,0.809534595,-3.316700708,0.059865504
16,16,1,16_16_1,0.822991234,-3.475039178,0.055312577
16,16,1,16_16_1,0.893521397,-3.410052808,0.055817882
16,16,1,16_16_1,0.882806635,-3.543054431,0.058631779
16,16,1,16_16_1,0.856291099,-3.352539665,0.052021339
16,16,1,16_16_1,0.882624069,-3.621544744,0.049330883
16,16,1,16_16_1,0.854138605,-3.448520837,0.048078362
16,16,1,16_16_1,0.866117909,-3.480757428,0.048193945
16,16,1,16_16_1,0.889751714,-3.530408082,0.054437187
16,16,1,16_16_1,0.877951382,-3.552619284,0.063086639
16,16,1,16_16_1,0.847109613,-3.467419975,0.060429127
16,16,1,16_16_1,0.845922462,-3.536602393,0.051722452
16,16,1,16_16_1,0.882775585,-3.568596094,0.056237444
16,16,1,16_16_1,0.842569521,-3.461043395,0.054359414
16,16,1,16_16_1,0.852591226,-3.596852736,0.064363286
16,16,1,16_16_1,0.883132979,-3.544329093,0.047524763
16,16,1,16_16_1,0.840084691,-3.488349627,0.062900628
16,16,1,16_16_1,0.871741115,-3.553572545,0.054128927
16,16,1,16_16_1,0.923501047,-3.593207628,0.043560407
16,16,1,16_16_1,0.909527764,-3.471963511,0.06437625
16,16,1,16_16_1,0.82685967,-3.375918809,0.059192465
16,16,1,16_16_1,0.878122803,-3.595650595,0.066830253
16,16,1,16_16_1,0.823401268,-3.45185158,0.054987723
16,16,1,16_16_1,0.889804583,-3.574290208,0.064906936
16,16,1,16_16_1,0.899440122,-3.661995517,0.048113766
16,16,1,16_16_1,0.89850345,-3.53935901,0.055079828
16,16,1,16_16_1,0.861134092,-3.314688544,0.040647029
16,16,1,16_16_1,0.854238256,-3.582999649,0.047666664
16,16,1,16_16_1,0.844210271,-3.452086881,0.075214437
16,16,1,16_16_1,0.840221872,-3.397333435,0.038906435
16,16,1,16_16_1,0.873354488,-3.492113255,0.07120939
16,16,1,16_16_1,0.844549043,-3.355890471,0.062389507
16,16,1,16_16_1,0.853127566,-3.472195013,0.060014063
16,16,1,16_16_1,0.851105836,-3.376897385,0.051378919
16,16,1,16_16_1,0.845945924,-3.513314163,0.058887603
16,16,1,16_16_1,0.859492081,-3.545251151,0.055268159
16,16,1,16_16_1,0.809290132,-3.244916745,0.056123353
16,16,1,16_16_1,0.820231928,-3.322443725,0.054100028
16,16,1,16_16_1,0.815978011,-3.202371564,0.046205553
16,16,1,16_16_1,0.831390088,-3.407137936,0.043680497
16,16,1,16_16_1,0.899384016,-3.540416227,0.053517475
16,16,1,16_16_1,0.876545572,-3.530070518,0.056503176
16,16,1,16_16_1,0.887884262,-3.588153502,0.060390829
16,16,1,16_16_1,0.868661311,-3.37962395,0.043211847
16,16,1,16_16_1,0.879715967,-3.47377054,0.031301545
16,16,1,16_16_1,0.849783096,-3.499623955,0.056931883
16,16,1,16_16_1,0.859424929,-3.527980601,0.055886569
16,16,1,16_16_1,0.878869194,-3.612882058,0.039206998
16,16,1,16_16_1,0.884763365,-3.477651437,0.047333123
16,16,1,16_16_1,0.846302079,-3.504337637,0.056499548
16,16,1,16_16_1,0.863923938,-3.457544802,0.054913248
16,16,1,16_16_1,0.855642624,-3.526304268,0.058901338
16,16,1,16_16_1,0.897561822,-3.683358829,0.051915027
16,16,1,16_16_1,0.884915282,-3.582001733,0.048907412
16,16,1,16_16_1,0.901281211,-3.557072387,0.059901832
16,16,1,16_16_1,0.862658402,-3.534762194,0.056859496
16,16,1,16_16_1,0.848969429,-3.502555658,0.049864794
16,16,1,16_16_1,0.8941844,-3.6027836,0.04914428
16,16,1,16_16_1,0.839477266,-3.451286402,0.05368955
16,16,1,16_16_1,0.901884946,-3.599483852,0.057519098
16,16,1,16_16_1,0.872824499,-3.52818336,0.043905644
16,16,1,16_16_1,0.807353898,-3.306445196,0.046635762
16,16,1,16_16_1,0.917761093,-3.574922869,0.055657104
16,16,1,16_16_1,0.842640354,-3.43055165,0.040047213
16,16,1,16_16_1,0.850930212,-3.524775227,0.058624384
16,16,1,16_16_1,0.857109091,-3.399440762,0.048753027
16,16,1,16_16_1,0.845506187,-3.554440413,0.045976019
16,16,1,16_16_1,0.907876657,-3.610141539,0.038956707
16,16,1,16_16_1,0.860486051,-3.523890486,0.058932575
16,16,1,16_16_1,0.843191333,-3.465171775,0.052176348
16,16,1,16_16_1,0.874646291,-3.559467506,0.058668578
16,16,1,16_16_1,0.844978248,-3.309813583,0.044833755
16,16,1,16_16_1,0.832641597,-3.430639815,0.055338765
16,16,1,16_16_1,0.902321106,-3.608460583,0.061002539
16,16,1,16_16_1,0.855643253,-3.597797661,0.052441295
16,16,1,16_16_1,0.873879725,-3.440886283,0.050784775
16,16,1,16_16_1,0.811890252,-3.423001745,0.044846438
16,16,1,16_16_1,0.859518661,-3.512465262,0.056817323
16,16,1,16_16_1,0.861206257,-3.44258027,0.042423435
16,16,1,16_16_1,0.844844496,-3.440290483,0.067721053
16,16,1,16_16_1,0.857229809,-3.502550418,0.067467683
16,16,1,16_16_1,0.845036088,-3.405453678,0.062664743
16,16,1,16_16_1,0.882510879,-3.517773585,0.06160594
16,16,1,16_16_1,0.881092301,-3.512243005,0.059119782
16,16,1,16_16_1,0.831958646,-3.440040368,0.056060074
16,16,1,16_16_1,0.859958024,-3.593061167,0.058953811
16,16,1,16_16_1,0.874448685,-3.363839153,0.055309339
16,16,1,16_16_1,0.85964792,-3.580008508,0.065545907
16,16,1,16_16_1,0.838239257,-3.436078291,0.05683182
16,16,1,16_16_1,0.868424412,-3.632991425,0.055475171
16,16,1,16_16_1,0.840721577,-3.348953281,0.055484646
16,16,1,16_16_1,0.873572947,-3.369662954,0.061239003
16,16,1,16_16_1,0.881965284,-3.635557188,0.059051538
16,16,1,16_16_1,0.877937687,-3.629468438,0.056113787
16,16,1,16_16_1,0.843103286,-3.512601179,0.058983413
16,16,1,16_16_1,0.860980882,-3.48554603,0.054323001
16,16,1,16_16_1,0.890099853,-3.603840275,0.055009525
16,16,1,16_16_1,0.866088521,-3.441288432,0.053687034
16,16,1,16_16_1,0.895262075,-3.515177835,0.053373875
16,16,1,16_16_1,0.897668819,-3.664618911,0.055137158
16,16,1,16_16_1,0.851654511,-3.22848138,0.057180961
16,16,1,16_16_1,0.881422159,-3.526846753,0.05106198
16,16,1,16_16_1,0.87767499,-3.59499551,0.054218617
16,16,1,16_16_1,0.886777829,-3.528197797,0.050197165
16,16,1,16_16_1,0.86617412,-3.516539077,0.052875633
16,16,1,16_16_1,0.835515361,-3.513114143,0.056310091
16,16,1,16_16_1,0.88883147,-3.502319814,0.06037424
16,16,1,16_16_1,0.868897781,-3.488506753,0.053809399
16,16,1,16_16_1,0.87840947,-3.563648905,0.061174186
16,16,1,16_16_1,0.819587384,-3.407307616,0.053322843
16,16,1,16_16_1,0.862781788,-3.526009084,0.051896879
16,16,1,16_16_1,0.864284054,-3.370157424,0.059720331
16,16,1,16_16_1,0.845101963,-3.46585465,0.050729805
16,16,1,16_16_1,0.854113469,-3.358984665,0.068836522
16,16,1,16_16_1,0.872540645,-3.50397547,0.060831082
16,16,1,16_16_1,0.837414491,-3.383243133,0.053138219
16,16,1,16_16_1,0.854537872,-3.513501571,0.042893626
16,16,1,16_16_1,0.893756093,-3.516329053,0.050525535
16,16,1,16_16_1,0.870790857,-3.457585075,0.059224581
16,16,1,16_16_1,0.824294189,-3.439511478,0.051264359
16,16,1,16_16_1,0.842178832,-3.496888978,0.053261648
16,16,1,16_16_1,0.878995101,-3.619326945,0.053971405
16,16,1,16_16_1,0.853529256,-3.496827057,0.048729312
16,16,1,16_16_1,0.835805262,-3.543774161,0.056973526
16,16,1,16_16_1,0.871930813,-3.507029656,0.061400703
16,16,1,16_16_1,0.863335615,-3.463881373,0.05145226
16,16,1,16_16_1,0.84040783,-3.312438306,0.040752442
16,16,1,16_16_1,0.874735248,-3.597765781,0.067536126
16,16,1,16_16_1,0.875768399,-3.529469514,0.059708656
16,16,1,16_16_1,0.884304753,-3.662324343,0.053121879
16,16,1,16_16_1,0.862991287,-3.521346351,0.042570025
16,16,1,16_16_1,0.850139193,-3.431144663,0.054951618
16,16,1,16_16_1,0.886995323,-3.54858118,0.063448611
16,16,1,16_16_1,0.867209827,-3.543008032,0.059889699
16,16,1,16_16_1,0.825296696,-3.37947496,0.054051496
16,16,1,16_16_1,0.84241427,-3.425948133,0.042233597
16,16,1,16_16_1,0.827852822,-3.477191024,0.050972497
16,16,1,16_16_1,0.879644715,-3.599537019,0.068318664
16,16,1,16_16_1,0.882158289,-3.547990072,0.060935013
16,16,1,16_16_1,0.894401525,-3.592458666,0.048210258
16,16,1,16_16_1,0.874463207,-3.543128367,0.061043321
16,16,1,16_16_1,0.840725557,-3.431255982,0.039843218
16,16,1,16_16_1,0.866961623,-3.446995923,0.053669109
16,16,1,16_16_1,0.814084592,-3.431742145,0.048110291
16,16,1,16_16_1,0.832615399,-3.517869679,0.05380991
16,16,1,16_16_1,0.896669112,-3.550129895,0.058708018
16,16,1,16_16_1,0.880228716,-3.556299351,0.060503674
16,16,1,16_16_1,0.83468236,-3.409306163,0.053772296
16,16,1,16_16_1,0.856270714,-3.564331042,0.066681787
16,16,1,16_16_1,0.873255991,-3.468434288,0.032840854
16,16,1,16_16_1,0.887244973,-3.566776284,0.034972907
16,16,1,16_16_1,0.862703615,-3.575554085,0.053688656
16,16,1,16_16_1,0.918901037,-3.70278278,0.046808885
16,16,1,16_16_1,0.860384593,-3.630534185,0.056079888
16,16,1,16_16_1,0.866589347,-3.597818336,0.045965935
16,16,1,16_16_1,0.867186278,-3.517215978,0.052008806
16,16,1,16_16_1,0.823678505,-3.458167622,0.061262637
16,16,1,16_16_1,0.92436366,-3.609168496,0.054287234
16,16,1,16_16_1,0.856730912,-3.499367039,0.059412621
16,16,1,16_16_1,0.864668422,-3.483680649,0.052860716
16,16,1,16_16_1,0.879387821,-3.544258733,0.055744969
16,16,1,16_16_1,0.922826693,-3.685824372,0.047660031
16,16,1,16_16_1,0.916525631,-3.64882184,0.058359275
16,16,1,16_16_1,0.906461834,-3.665224582,0.057480297
16,16,1,16_16_1,0.877909176,-3.591639989,0.054317217
16,16,1,16_16_1,0.913312314,-3.664089315,0.059788978
16,16,1,16_16_1,0.84424804,-3.427269196,0.04081151
16,16,1,16_16_1,0.882310674,-3.517024089,0.053532197
16,16,1,16_16_1,0.891342519,-3.524879341,0.054365974
16,16,1,16_16_1,0.881593093,-3.597163989,0.063960456
16,16,1,16_16_1,0.900997473,-3.540094756,0.049172332
16,16,1,16_16_1,0.824155285,-3.504443012,0.058595802
16,16,1,16_16_1,0.843216191,-3.367796284,0.054705774
16,16,1,16_16_1,0.880441916,-3.58943097,0.051172264
16,16,1,16_16_1,0.889144121,-3.505300648,0.056944668
16,16,1,16_16_1,0.821972114,-3.378931105,0.052376626
16,16,1,16_16_1,0.830827965,-3.576938139,0.053468883
16,16,1,16_16_1,0.864992479,-3.549547414,0.04946946
16,16,1,16_16_1,0.816925133,-3.436858712,0.060950858
16,16,1,16_16_1,0.841876711,-3.439599121,0.052791221
16,16,1,16_16_1,0.908097975,-3.603799302,0.053700778
16,16,1,16_16_1,0.885459709,-3.518528199,0.056672192
16,16,1,16_16_1,0.849210783,-3.487949849,0.055864068
16,16,1,16_16_1,0.914228533,-3.51084626,0.053413305
16,16,1,16_16_1,0.876632568,-3.526465249,0.048305909
16,16,1,16_16_1,0.857009453,-3.385190158,0.04078728
16,16,1,16_16_1,0.921253868,-3.699204672,0.050428901
16,16,1,16_16_1,0.876941243,-3.438225816,0.042918826
16,16,1,16_16_1,0.821319927,-3.370200321,0.049116096
16,16,1,16_16_1,0.823894969,-3.515741391,0.051507079
16,16,1,16_16_1,0.826835573,-3.505400029,0.04879591
16,16,1,16_16_1,0.874386625,-3.443787761,0.04326283
16,16,1,16_16_1,0.846182751,-3.495962774,0.052415771
16,16,1,16_16_1,0.832538024,-3.570775196,0.060693287
16,16,1,16_16_1,0.900476059,-3.591885346,0.065365562
16,16,1,16_16_1,0.845878776,-3.547280667,0.051783262
16,16,1,16_16_1,0.859493343,-3.508640892,0.045733909
16,16,1,16_16_1,0.910596511,-3.520071598,0.055626005
16,16,1,16_16_1,0.878892276,-3.534077755,0.05258991
16,16,1,16_16_1,0.868736373,-3.55393316,0.056552951
16,16,1,16_16_1,0.851260896,-3.553555415,0.055055011
16,16,1,16_16_1,0.882498097,-3.680986733,0.06254056
16,16,1,16_16_1,0.868122338,-3.60601235,0.051539971
16,16,1,16_16_1,0.901022571,-3.5697576,0.047349923
16,16,1,16_16_1,0.868443445,-3.522336689,0.050333523
16,16,1,16_16_1,0.834577969,-3.510214387,0.045219429
16,16,1,16_16_1,0.900601265,-3.702795473,0.059633142
16,16,1,16_16_1,0.875258992,-3.533202355,0.060148862
16,16,1,16_16_1,0.838285445,-3.415692452,0.039645485
